transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0011922,USR00060,MRC0069,Merchant,122.45,2024-01-23 02:57,2024-01-23,2,Tuesday,0,1,-374305.13,P2M,BHIM,Android,Success,Tier 2,Not Verified,29,284.95,0.221,0,0,0,,,0,0,36905.72,0.58
TXN0011460,USR00273,MRC0267,Merchant,741.47,2024-01-23 03:38,2024-01-23,3,Tuesday,0,1,-18049.05,P2M,GPay,Android,Failed,Tier 3,Verified,14,444.99,0.664,0,1,0,0,0.6663,0,0,50131.42,0.28
TXN0016368,USR00093,USR00011,User,493.19,2024-01-23 03:45,2024-01-23,3,Tuesday,0,1,-163227.93,P2P,PhonePe,Android,Success,Tier 3,Verified,8,166.83,0.32,0,0,0,0,1.9562,0,0,65367,0.16
TXN0009098,USR00084,MRC0277,Merchant,737.79,2024-01-23 04:04,2024-01-23,4,Tuesday,0,1,-83813.8,P2M,PhonePe,iOS,Success,Tier 1,Verified,67,1442.63,0.727,0,0,0,0,0.4886,0,0,48597.5,1
TXN0012039,USR00650,MRC0290,Merchant,421.06,2024-01-23 05:14,2024-01-23,5,Tuesday,0,1,-129434.25,Recharge,Amazon Pay,Android,Success,Tier 2,Verified,17,741.47,0.233,1,0,0,0,0.4321,0,0,64206.64,0.34
TXN0003323,USR00042,USR00682,User,758.24,2024-01-23 05:23,2024-01-23,5,Tuesday,0,1,-285173.37,P2P,PhonePe,Android,Success,Tier 1,Verified,27,1474.32,0.504,0,0,0,2,0.4857,0,0,27099.1,0.54
TXN0000086,USR00562,MRC0321,Merchant,234.92,2024-01-23 05:23,2024-01-23,5,Tuesday,0,1,,P2M,Paytm,Android,Success,Tier 1,Verified,54,734.82,0.242,0,0,2,2,0.6803,0,0,50763.09,1
TXN0009718,USR01885,USR00962,User,246.54,2024-01-23 05:26,2024-01-23,5,Tuesday,0,1,-195872.67,P2P,BHIM,Android,Success,Tier 3,Verified,14,1005.81,0.112,0,0,0,4,0.7549,0,0,51314.52,0.28
TXN0015190,USR01422,MRC0055,Merchant,994.95,2024-01-23 05:32,2024-01-23,5,Tuesday,0,1,-446092.62,EMI,PhonePe,Android,Success,Tier 1,Verified,33,584.25,0.347,0,0,0,3,0.703,0,1,29610.89,0.66
TXN0012407,USR01173,USR01390,User,191.35,2024-01-23 05:34,2024-01-23,5,Tuesday,0,1,-280183.38,P2P,GPay,iOS,Success,Tier 2,Verified,44,352.62,0.901,0,0,1,0,0.4573,0,0,29142.97,0.88
TXN0004792,USR00146,MRC0337,Merchant,367.27,2024-01-23 06:28,2024-01-23,6,Tuesday,0,0,-51458.15,Bill Payment,PhonePe,iOS,Success,Tier 1,Verified,47,342.34,0.788,0,0,0,0,0.0728,0,1,57741.41,0.94
TXN0012303,USR00234,USR01614,User,1291.48,2024-01-23 07:25,2024-01-23,7,Tuesday,0,0,-13232.92,P2P,BHIM,Android,Success,Tier 1,Verified,54,634.28,0.39,0,0,0,4,1.0361,1,0,30271.11,1
TXN0010021,USR00185,USR00310,User,2139.17,2024-01-23 07:49,2024-01-23,7,Tuesday,0,0,-371291.03,P2P,Paytm,Android,Success,Tier 1,Verified,45,562.68,0.867,0,0,0,0,2.8018,0,0,62823.76,0.9
TXN0001485,USR00260,MRC0200,Merchant,617.53,2024-01-23 08:40,2024-01-23,8,Tuesday,0,0,-16439.73,P2M,Paytm,Android,Pending,Tier 1,Verified,46,294.17,0.548,0,0,0,0,1.0992,0,0,16538.29,0.92
TXN0012100,USR00393,MRC0070,Merchant,5006.72,2024-01-23 09:05,2024-01-23,9,Tuesday,0,0,-160442.6,Recharge,Paytm,Android,Success,Tier 1,Verified,59,1491.85,0.709,0,0,0,0,2.356,0,0,51600.98,1
TXN0016423,USR01150,MRC0239,Merchant,910.65,2024-01-23 09:22,2024-01-23,9,Tuesday,0,0,,P2M,GPay,Android,Success,Tier 2,Verified,47,1562.69,0.393,0,0,0,0,0.4173,0,0,44177.88,0.94
TXN0003792,USR01683,USR00497,User,425.51,2024-01-23 09:39,2024-01-23,9,Tuesday,0,0,-132913.18,P2P,GPay,Android,Success,Tier 1,Verified,31,923.23,0.707,0,1,0,0,0.5391,1,0,67976.6,0.62
TXN0018163,USR00755,MRC0197,Merchant,496.08,2024-01-23 10:20,2024-01-23,10,Tuesday,0,0,-141153.6,P2M,PhonePe,Web,Success,Tier 1,Not Verified,38,679.38,0.111,0,0,0,1,0.2698,1,0,53699.54,0.76
TXN0002053,USR00094,USR01002,User,436.52,2024-01-23 10:40,2024-01-23,10,Tuesday,0,0,-272742.93,P2P,BHIM,iOS,Success,Tier 3,Verified,18,282.36,0.297,0,0,0,0,0.546,0,0,17483.68,0.36
TXN0016253,USR01937,MRC0150,Merchant,267.62,2024-01-23 11:16,2024-01-23,11,Tuesday,0,0,-205459.45,P2M,GPay,Android,Pending,Tier 1,Verified,38,2001.25,0.945,0,0,0,0,0.8663,0,0,60161.41,0.76
TXN0004059,USR00458,MRC0388,Merchant,214.91,2024-01-23 11:19,2024-01-23,11,Tuesday,0,0,-11081.77,Recharge,GPay,iOS,Pending,Tier 2,Verified,24,560.01,0.878,0,0,3,1,0.6162,0,0,51876.71,0.48
TXN0019757,USR01766,USR01258,User,513.16,2024-01-23 12:04,2024-01-23,12,Tuesday,0,0,-405920.72,P2P,PhonePe,Android,Success,Tier 2,Verified,33,894.21,0.506,0,0,0,0,0.4261,0,0,3205.24,0.66
TXN0006317,USR00559,MRC0214,Merchant,7949.72,2024-01-23 12:08,2024-01-23,12,Tuesday,0,0,-277752.87,Recharge,GPay,Android,Success,Tier 1,Verified,60,3335.17,0.846,1,0,0,1,1.3836,0,0,75413.03,1
TXN0003662,USR01060,MRC0165,Merchant,3297.77,2024-01-23 12:12,2024-01-23,12,Tuesday,0,0,,EMI,PhonePe,iOS,Success,Tier 1,Verified,57,1566.49,0.231,0,0,2,0,1.1052,0,1,78035.27,1
TXN0013731,USR00178,USR01178,User,911.13,2024-01-23 13:00,2024-01-23,13,Tuesday,0,0,-8305.2,P2P,Paytm,Android,Success,Tier 1,Verified,36,1077.84,0.883,0,0,0,3,0.1547,0,0,38776.27,0.72
TXN0017167,USR00832,MRC0053,Merchant,596.51,2024-01-23 15:20,2024-01-23,15,Tuesday,0,0,-485202.8,P2M,Amazon Pay,Web,Success,Tier 3,Not Verified,18,648.44,0.863,0,0,0,0,,0,0,36464.75,0.36
TXN0003568,USR00277,USR01102,User,7657.32,2024-01-23 15:35,2024-01-23,15,Tuesday,0,0,-432996.32,P2P,GPay,Android,Success,Tier 1,Verified,49,1931.96,0.516,0,0,0,0,2.9635,0,0,73198.74,0.98
TXN0014713,USR01642,MRC0133,Merchant,623.27,2024-01-23 15:47,2024-01-23,15,Tuesday,0,0,-70318.17,Subscription,Paytm,Android,Success,Tier 1,Verified,56,1039.43,0.422,0,0,0,0,0.4004,0,1,30079.73,1
TXN0012409,USR01329,MRC0015,Merchant,3445.65,2024-01-23 16:32,2024-01-23,16,Tuesday,0,0,-468715.6,Bill Payment,PhonePe,iOS,Success,Tier 1,Verified,61,1283.39,0.72,0,0,2,1,1.6848,0,1,11127.88,1
TXN0019657,USR01507,MRC0351,Merchant,888.87,2024-01-23 18:01,2024-01-23,18,Tuesday,0,0,-401322.05,EMI,Paytm,Android,Pending,Tier 1,Not Verified,54,579.85,0.751,0,0,3,0,0.5329,0,1,30450.61,1
TXN0002149,USR01701,MRC0323,Merchant,136.3,2024-01-23 18:38,2024-01-23,18,Tuesday,0,0,-197846.35,Bill Payment,GPay,Web,Pending,Tier 3,Verified,17,154.23,0.327,0,0,0,0,0.1163,0,1,9535.09,0.34
TXN0000752,USR00067,MRC0128,Merchant,126.68,2024-01-23 18:38,2024-01-23,18,Tuesday,0,0,,P2M,BHIM,Android,Success,Tier 1,Verified,48,440.02,0.377,0,0,2,0,0.7121,0,0,73179.42,0.96
TXN0003907,USR00172,MRC0392,Merchant,1046.81,2024-01-23 18:44,2024-01-23,18,Tuesday,0,0,-350705.87,P2M,Paytm,iOS,Success,Tier 3,Verified,25,349.02,0.346,0,0,0,0,1.9993,0,0,58260.13,0.5
TXN0001458,USR00243,MRC0085,Merchant,631.11,2024-01-23 19:08,2024-01-23,19,Tuesday,0,0,-263087.08,P2M,Paytm,Android,Success,Tier 3,Verified,19,280.85,0.886,0,0,0,0,1.2471,0,0,21352.24,0.38
TXN0005149,USR00206,MRC0398,Merchant,1022.9,2024-01-23 20:29,2024-01-23,20,Tuesday,0,0,-131105.9,P2M,WhatsApp Pay,Android,Failed,Tier 1,Verified,35,1004.89,0.345,0,0,0,3,0.0179,0,0,68798.91,0.7
TXN0005314,USR00467,MRC0123,Merchant,2647.58,2024-01-23 21:44,2024-01-23,21,Tuesday,0,0,-232750.05,P2M,GPay,Android,Success,Tier 1,Verified,22,643.9,0.7,0,0,0,0,3.1118,0,0,47307.08,0.44
TXN0011903,USR01917,MRC0060,Merchant,105.08,2024-01-23 22:06,2024-01-23,22,Tuesday,0,1,6717.17,P2M,GPay,iOS,Success,Tier 3,Not Verified,17,128.35,0.597,0,0,0,4,0.1813,0,0,20408.37,0.34
TXN0003267,USR00069,MRC0117,Merchant,155.79,2024-01-23 22:37,2024-01-23,22,Tuesday,0,1,-277851.53,Recharge,BHIM,Android,Success,Tier 3,Not Verified,26,373.92,0.896,0,0,4,0,0.5834,0,0,21950.38,0.52
TXN0011639,USR01379,MRC0267,Merchant,599.48,2024-01-23 22:38,2024-01-23,22,Tuesday,0,1,-325990.47,Subscription,WhatsApp Pay,Android,Success,Tier 3,Verified,29,443.61,0.471,0,0,0,2,0.3514,0,1,76257.6,0.58
TXN0011921,USR01972,MRC0156,Merchant,355.56,2024-01-23 23:18,2024-01-23,23,Tuesday,0,1,-244027.87,P2M,GPay,iOS,Success,Tier 3,Verified,25,208,0.849,0,0,0,0,0.7094,0,0,52251.88,0.5
TXN0008240,USR00973,MRC0200,Merchant,1711.89,2024-01-23 23:38,2024-01-23,23,Tuesday,0,1,-472769.07,P2M,BHIM,Android,Failed,Tier 1,Verified,34,1219.25,0.956,0,0,0,0,0.4041,0,0,19815.19,0.68
TXN0016875,USR00676,MRC0245,Merchant,835.21,2024-01-24 00:39,2024-01-24,0,Wednesday,0,1,-255716.23,Recharge,PhonePe,Android,Success,Tier 1,Verified,45,365.73,0.443,0,0,0,1,1.2837,0,0,13227.64,0.9
TXN0010728,USR00814,MRC0132,Merchant,746.67,2024-01-24 01:03,2024-01-24,1,Wednesday,0,1,2659.37,EMI,PhonePe,iOS,Success,Tier 1,Verified,34,889.49,0.936,0,1,0,0,0.1606,0,1,60760.34,0.68
TXN0001945,USR01592,MRC0107,Merchant,841.64,2024-01-24 01:36,2024-01-24,1,Wednesday,0,1,,Recharge,Paytm,Android,Success,Tier 2,Verified,17,613.29,0.696,0,0,0,1,0.3723,0,0,22582.18,0.34
TXN0004165,USR01165,MRC0024,Merchant,48.39,2024-01-24 01:47,2024-01-24,1,Wednesday,0,1,,P2M,PhonePe,Android,Success,Tier 2,Verified,33,193.07,0.896,0,0,0,1,0.7494,0,0,57051.69,0.66
TXN0009435,USR01536,MRC0071,Merchant,1286.54,2024-01-24 03:10,2024-01-24,3,Wednesday,0,1,-83498.65,P2M,PhonePe,Android,Success,Tier 2,Verified,36,986.96,0.176,0,0,0,2,0.3035,0,0,60326.92,0.72
TXN0010939,USR01791,USR01797,User,185.67,2024-01-24 03:17,2024-01-24,3,Wednesday,0,1,-142452.5,P2P,GPay,Android,Success,Tier 3,Verified,25,342.59,0.543,0,0,0,0,0.458,0,0,47547.49,0.5
TXN0005088,USR00734,USR01613,User,936.55,2024-01-24 03:21,2024-01-24,3,Wednesday,0,1,-262175.23,P2P,GPay,Android,Success,Tier 1,Verified,21,612.54,0.785,0,1,0,0,0.529,0,0,50525.16,0.42
TXN0014858,USR01344,MRC0376,Merchant,1326.5,2024-01-24 03:31,2024-01-24,3,Wednesday,0,1,-405854.8,P2M,GPay,Android,Success,Tier 1,Verified,61,837.7,0.245,0,0,0,0,0.5835,0,0,54233.11,1
TXN0019079,USR01017,MRC0002,Merchant,207.89,2024-01-24 03:42,2024-01-24,3,Wednesday,0,1,-2150.68,Bill Payment,Paytm,Android,Success,Tier 2,Verified,23,570.11,0.56,1,0,0,0,0.6354,0,1,14685.82,0.46
TXN0017024,USR01144,MRC0099,Merchant,144.36,2024-01-24 03:50,2024-01-24,3,Wednesday,0,1,-398646.42,Bill Payment,GPay,Android,Success,Tier 3,Verified,24,311.64,0.465,0,0,0,1,0.5368,0,1,36316.91,0.48
TXN0001293,USR00423,USR00370,User,2273.89,2024-01-24 03:51,2024-01-24,3,Wednesday,0,1,-316334.52,P2P,PhonePe,Android,Success,Tier 2,Verified,23,950.65,0.54,0,0,0,0,1.3919,0,0,6463.4,0.46
TXN0004415,USR00786,MRC0366,Merchant,335.72,2024-01-24 03:58,2024-01-24,3,Wednesday,0,1,-491953.62,EMI,PhonePe,Android,Success,Tier 2,Verified,35,195.4,0.745,0,0,0,0,0.7181,0,1,21895.32,0.7
TXN0011605,USR00949,MRC0277,Merchant,431.8,2024-01-24 05:31,2024-01-24,5,Wednesday,0,1,-241704.78,P2M,GPay,iOS,Success,Tier 3,Verified,25,439.53,0.457,0,1,0,0,0.0176,0,0,2922.32,0.5
TXN0002913,USR01662,MRC0348,Merchant,814.36,2024-01-24 05:46,2024-01-24,5,Wednesday,0,1,-282986,Bill Payment,GPay,Android,Success,Tier 2,Verified,31,929.45,0.307,0,0,0,1,0.1238,0,1,78617.67,0.62
TXN0014526,USR00044,MRC0235,Merchant,1382.72,2024-01-24 06:11,2024-01-24,6,Wednesday,0,0,-479356.1,P2M,Amazon Pay,Android,Success,Tier 1,Verified,50,1352.91,0.587,0,0,0,0,0.022,0,0,54329.98,1
TXN0017034,USR01507,MRC0365,Merchant,415.04,2024-01-24 07:55,2024-01-24,7,Wednesday,0,0,-202630.78,P2M,GPay,Android,Pending,Tier 1,Not Verified,54,579.85,0.751,0,0,0,0,0.2842,0,0,25033.98,1
TXN0014465,USR01975,USR00233,User,693.74,2024-01-24 08:39,2024-01-24,8,Wednesday,0,0,-413929.97,P2P,GPay,Android,Success,Tier 2,Verified,34,629.94,0.213,0,0,0,0,0.1013,0,0,64232.74,0.68
TXN0003166,USR00109,MRC0073,Merchant,61.65,2024-01-24 09:17,2024-01-24,9,Wednesday,0,0,,P2M,PhonePe,iOS,Success,Tier 2,Not Verified,39,171.9,0.455,0,0,0,0,0.6414,1,0,45041.52,0.78
TXN0017343,USR01736,MRC0214,Merchant,652.82,2024-01-24 09:33,2024-01-24,9,Wednesday,0,0,-386699.88,EMI,PhonePe,Android,Success,Tier 2,Verified,26,559.66,0.273,0,0,2,0,0.1665,0,1,58456.55,0.52
TXN0005695,USR00535,MRC0096,Merchant,701.2,2024-01-24 09:41,2024-01-24,9,Wednesday,0,0,-451329.95,Subscription,Paytm,Android,Success,Tier 2,Verified,35,1015.45,0.226,0,0,2,0,0.3095,0,1,50186.54,0.7
TXN0016596,USR00545,MRC0305,Merchant,623.47,2024-01-24 09:42,2024-01-24,9,Wednesday,0,0,-315055.88,P2M,GPay,iOS,Success,Tier 3,Verified,13,310.09,0.995,0,0,0,3,1.0106,0,0,71833.57,0.26
TXN0016349,USR00182,MRC0081,Merchant,205.69,2024-01-24 09:57,2024-01-24,9,Wednesday,0,0,-194338.47,P2M,GPay,iOS,Success,Tier 2,Verified,30,240.82,0.887,0,0,0,0,0.1459,0,0,14490.28,0.6
TXN0008326,USR01777,MRC0037,Merchant,3854.03,2024-01-24 10:48,2024-01-24,10,Wednesday,0,0,14669.57,P2M,GPay,iOS,Success,Tier 2,Not Verified,22,809.5,0.211,0,0,0,0,3.761,0,0,53086.24,0.44
TXN0016331,USR01609,USR01894,User,1307.3,2024-01-24 10:51,2024-01-24,10,Wednesday,0,0,-212562.47,P2P,GPay,Android,Success,Tier 2,Verified,39,629.33,0.949,0,0,2,0,1.0773,0,0,46543.99,0.78
TXN0006164,USR00152,USR01265,User,761.33,2024-01-24 12:08,2024-01-24,12,Wednesday,0,0,-52850.95,P2P,Paytm,Android,Success,Tier 3,Not Verified,17,338.53,0.509,1,0,1,2,1.2489,0,0,14569.02,0.34
TXN0019925,USR00994,MRC0144,Merchant,523.89,2024-01-24 12:29,2024-01-24,12,Wednesday,0,0,,Recharge,PhonePe,Android,Success,Tier 2,Verified,34,493.64,0.157,0,0,0,3,0.0613,0,0,66775.86,0.68
TXN0015771,USR01890,USR01620,User,1579.22,2024-01-24 12:30,2024-01-24,12,Wednesday,0,0,-378931.02,P2P,BHIM,iOS,Success,Tier 1,Verified,60,2554.77,0.829,0,0,0,0,0.3819,0,0,78448.11,1
TXN0015349,USR00691,USR01172,User,322.39,2024-01-24 13:32,2024-01-24,13,Wednesday,0,0,-445742.08,P2P,PhonePe,Android,Success,Tier 2,Verified,40,386.81,0.338,1,0,0,0,0.1665,1,0,48227.41,0.8
TXN0004434,USR00362,MRC0144,Merchant,6363.56,2024-01-24 13:39,2024-01-24,13,Wednesday,0,0,,Recharge,GPay,Android,Success,Tier 1,Verified,42,2303.35,0.875,0,0,1,1,1.7627,0,0,1088.97,0.84
TXN0015076,USR00818,MRC0378,Merchant,119.91,2024-01-24 13:47,2024-01-24,13,Wednesday,0,0,-37097.97,P2M,GPay,iOS,Success,Tier 1,Verified,43,309.34,0.697,0,0,0,0,0.6124,0,0,27550.69,0.86
TXN0006496,USR00655,MRC0352,Merchant,2017.37,2024-01-24 14:05,2024-01-24,14,Wednesday,0,0,-186763.1,Recharge,WhatsApp Pay,Android,Success,Tier 2,Verified,28,833.84,0.441,0,0,1,0,1.4194,0,0,43485.32,0.56
TXN0006494,USR01908,USR01691,User,1782.32,2024-01-24 14:07,2024-01-24,14,Wednesday,0,0,-457732.35,P2P,PhonePe,Android,Success,Tier 2,Verified,37,819.1,0.905,0,0,0,0,1.1759,0,0,27898.46,0.74
TXN0010614,USR00125,MRC0340,Merchant,157.45,2024-01-24 14:12,2024-01-24,14,Wednesday,0,0,-114709.7,EMI,PhonePe,Android,Success,Tier 1,Verified,50,205.08,0.76,0,0,2,1,0.2323,0,1,966.94,1
TXN0019927,USR00816,USR00850,User,1950.88,2024-01-24 14:26,2024-01-24,14,Wednesday,0,0,-269292.83,P2P,PhonePe,iOS,Success,Tier 3,Verified,3,1430.78,0.961,0,0,0,0,0.3635,0,0,56301.43,0.06
TXN0007078,USR00797,MRC0040,Merchant,526.14,2024-01-24 14:49,2024-01-24,14,Wednesday,0,0,-240916.98,Recharge,BHIM,Android,Success,Tier 1,Verified,47,575.12,0.741,0,0,0,1,,0,0,36823.11,0.94
TXN0009629,USR01795,MRC0232,Merchant,342.4,2024-01-24 14:49,2024-01-24,14,Wednesday,0,0,12922.05,Bill Payment,GPay,iOS,Success,Tier 1,Not Verified,32,1114.38,0.2,0,0,1,2,0.6927,0,1,60462.33,0.64
TXN0013235,USR01912,USR01931,User,217.26,2024-01-24 15:11,2024-01-24,15,Wednesday,0,0,-101592.58,P2P,Paytm,Android,Failed,Tier 2,Verified,24,271.96,0.579,0,0,0,1,0.2011,0,0,56937.63,0.48
TXN0018388,USR01901,MRC0222,Merchant,1667.33,2024-01-24 15:11,2024-01-24,15,Wednesday,0,0,-185596.77,P2M,GPay,iOS,Success,Tier 2,Verified,41,681.79,0.767,1,0,0,0,1.4455,0,0,596.59,0.82
TXN0010943,USR01830,USR00246,User,314,2024-01-24 15:59,2024-01-24,15,Wednesday,0,0,-176306.02,P2P,GPay,Android,Success,Tier 3,Not Verified,4,460.58,0.837,0,0,1,1,0.3183,0,0,33778.87,0.08
TXN0011414,USR00613,MRC0109,Merchant,360.37,2024-01-24 16:26,2024-01-24,16,Wednesday,0,0,-73316.45,EMI,Paytm,Android,Failed,Tier 3,Verified,9,154.84,0.184,1,0,0,2,1.3274,0,1,31034.7,0.18
TXN0009975,USR01115,MRC0374,Merchant,1763.72,2024-01-24 16:28,2024-01-24,16,Wednesday,0,0,-167869.08,P2M,GPay,Android,Success,Tier 2,Verified,38,785.3,0.234,0,0,0,0,1.2459,0,0,57782.71,0.76
TXN0007184,USR00917,USR00722,User,3230.29,2024-01-24 16:28,2024-01-24,16,Wednesday,0,0,-97955.97,P2P,PhonePe,Web,Success,Tier 1,Verified,47,1346.37,0.715,0,0,0,1,1.3993,0,0,51748.91,0.94
TXN0004538,USR01232,MRC0369,Merchant,1517.01,2024-01-24 16:49,2024-01-24,16,Wednesday,0,0,-147991.77,EMI,PhonePe,Android,Success,Tier 1,Verified,29,2140.41,0.716,0,0,0,0,0.2913,0,1,27322.54,0.58
TXN0015550,USR00950,USR01866,User,313.04,2024-01-24 17:43,2024-01-24,17,Wednesday,0,0,-278564.35,P2P,Amazon Pay,iOS,Failed,Tier 3,Verified,2,700.7,0.124,1,0,0,0,0.5532,0,0,17370.37,0.04
TXN0017060,USR00715,USR01763,User,515.17,2024-01-24 17:47,2024-01-24,17,Wednesday,0,0,-406265.23,P2P,PhonePe,Android,Success,Tier 2,Verified,30,690,0.634,0,0,0,0,0.2534,0,0,79392.49,0.6
TXN0001279,USR00944,USR00417,User,1315.43,2024-01-24 17:55,2024-01-24,17,Wednesday,0,0,-346836.97,P2P,GPay,Android,Failed,Tier 3,Verified,22,317.09,0.916,0,0,0,1,3.1484,0,0,38714.41,0.44
TXN0003174,USR01388,MRC0119,Merchant,770.93,2024-01-24 18:00,2024-01-24,18,Wednesday,0,0,-8288.47,Bill Payment,BHIM,Android,Success,Tier 3,Not Verified,17,692.1,0.339,0,0,0,0,0.1139,0,1,33861.32,0.34
TXN0010540,USR01737,USR01124,User,2236.5,2024-01-24 18:10,2024-01-24,18,Wednesday,0,0,-300149.08,P2P,PhonePe,Android,Success,Tier 1,Verified,68,1189.92,0.256,0,1,0,0,0.8795,1,0,41456.4,1
TXN0005162,USR00737,MRC0004,Merchant,215.55,2024-01-24 18:15,2024-01-24,18,Wednesday,0,0,-415201.17,Subscription,WhatsApp Pay,Android,Success,Tier 1,Verified,52,777.11,0.279,0,0,0,0,0.7226,0,1,17550.91,1
TXN0007452,USR00077,USR01811,User,1331.82,2024-01-24 19:19,2024-01-24,19,Wednesday,0,0,-142584.2,P2P,PhonePe,Android,Failed,Tier 1,Verified,30,1138.93,0.125,0,0,2,0,0.1694,0,0,15596,0.6
TXN0007885,USR01158,USR00908,User,137.14,2024-01-24 19:33,2024-01-24,19,Wednesday,0,0,-242946.15,P2P,PhonePe,Android,Success,Tier 2,Verified,25,235.2,0.867,0,0,0,0,0.4169,0,0,36898.09,0.5
TXN0004839,USR00163,MRC0383,Merchant,308.57,2024-01-24 20:20,2024-01-24,20,Wednesday,0,0,-247843.67,P2M,GPay,Android,Success,Tier 3,Verified,20,446.34,0.724,0,0,0,2,0.3087,0,0,38321.22,0.4
TXN0013203,USR01003,MRC0058,Merchant,360.29,2024-01-24 20:27,2024-01-24,20,Wednesday,0,0,-386920.27,EMI,GPay,iOS,Success,Tier 3,Verified,19,332.66,0.152,0,0,2,0,0.0831,0,1,43923.13,0.38
TXN0008596,USR01078,MRC0341,Merchant,201.14,2024-01-24 21:39,2024-01-24,21,Wednesday,0,0,-238472.23,Recharge,GPay,Android,Success,Tier 3,Verified,9,208.05,0.627,0,1,0,2,0.0332,0,0,48068.49,0.18
TXN0019886,USR01198,USR00495,User,274.97,2024-01-24 22:21,2024-01-24,22,Wednesday,0,1,-422993.37,P2P,GPay,Android,Success,Tier 1,Verified,46,710.92,0.717,0,0,0,0,0.6132,0,0,78604.81,0.92
TXN0016157,USR01702,MRC0015,Merchant,125.4,2024-01-24 23:31,2024-01-24,23,Wednesday,0,1,-440848.72,Bill Payment,PhonePe,Android,Success,Tier 3,Verified,15,133.17,0.725,0,0,1,,0.0583,0,1,76316.45,0.3
TXN0013408,USR01399,USR01472,User,433.8,2024-01-24 23:51,2024-01-24,23,Wednesday,0,1,-292720,P2P,GPay,iOS,Success,Tier 3,Verified,18,217.41,0.874,0,0,0,4,0.9953,0,0,30829.07,0.36
TXN0004624,USR01352,USR01541,User,2116.93,2024-01-25 00:06,2024-01-25,0,Thursday,0,1,-264168.1,P2P,PhonePe,Android,Success,Tier 2,Verified,29,2010.73,0.544,0,0,0,1,0.0528,0,0,26742.09,0.58
TXN0013367,USR01374,MRC0097,Merchant,1909.29,2024-01-25 00:06,2024-01-25,0,Thursday,0,1,,Recharge,GPay,Web,Success,Tier 2,Not Verified,14,3132.28,0.606,0,0,0,0,0.3904,0,0,69501.38,0.28
TXN0012985,USR00772,MRC0164,Merchant,255.95,2024-01-25 00:47,2024-01-25,0,Thursday,0,1,-67943.45,P2M,PhonePe,iOS,Success,Tier 3,Verified,19,171.72,0.697,0,0,0,0,0.4905,0,0,13150.65,0.38
TXN0016258,USR01226,MRC0132,Merchant,607.36,2024-01-25 01:16,2024-01-25,1,Thursday,0,1,-236054.73,Bill Payment,PhonePe,iOS,Success,Tier 3,Verified,12,297.74,0.621,0,0,0,1,1.0399,0,1,16827,0.24
TXN0007032,USR00531,MRC0022,Merchant,232.93,2024-01-25 02:42,2024-01-25,2,Thursday,0,1,-115110.85,EMI,GPay,Android,Success,Tier 3,Verified,13,138.27,0.221,0,0,4,0,0.6846,0,1,53832.39,0.26
TXN0001427,USR01988,USR00717,User,355.55,2024-01-25 02:54,2024-01-25,2,Thursday,0,1,17130.68,P2P,Paytm,Android,Success,Tier 3,Not Verified,27,275.94,0.236,0,0,0,0,0.2885,0,0,12155.71,0.54
TXN0000372,USR00821,MRC0280,Merchant,1651.41,2024-01-25 03:17,2024-01-25,3,Thursday,0,1,,P2M,BHIM,Web,Success,Tier 1,Verified,52,1228.51,0.389,0,0,0,,0.3442,0,0,65241.95,1
TXN0006736,USR00172,MRC0331,Merchant,825.19,2024-01-25 03:26,2024-01-25,3,Thursday,0,1,-328133.25,Bill Payment,GPay,Web,Success,Tier 3,Verified,25,349.02,0.346,0,0,0,0,1.3643,0,1,29368.16,0.5
TXN0003824,USR00085,MRC0286,Merchant,2725.7,2024-01-25 04:34,2024-01-25,4,Thursday,0,1,-20173.77,Bill Payment,GPay,Android,Success,Tier 1,Verified,39,2196.15,0.441,0,0,1,0,0.2411,0,1,27986.8,0.78
TXN0000089,USR01306,MRC0364,Merchant,1430.35,2024-01-25 04:54,2024-01-25,4,Thursday,0,1,,Recharge,PhonePe,Android,Failed,Tier 2,Verified,20,748.6,0.541,0,0,0,2,0.9107,0,0,59127.56,0.4
TXN0006834,USR01113,USR00633,User,171.16,2024-01-25 04:57,2024-01-25,4,Thursday,0,1,24788,P2P,GPay,Android,Success,Tier 2,Verified,33,217.53,0.752,0,0,0,0,0.2132,0,0,66783.61,0.66
TXN0001078,USR01447,MRC0002,Merchant,641.9,2024-01-25 05:29,2024-01-25,5,Thursday,0,1,,Bill Payment,Paytm,Android,Success,Tier 2,Verified,40,437.9,0.829,1,0,1,0,0.4659,0,1,31984.36,0.8
TXN0003112,USR00247,MRC0296,Merchant,1333.12,2024-01-25 05:59,2024-01-25,5,Thursday,0,1,-289229.7,Subscription,GPay,Android,Pending,Tier 2,Verified,50,991.37,0.861,0,0,1,1,0.3447,0,1,27153.82,1
